collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Elements chimiques;6;Carbone;Carbone;ok;direct;;"Le carbone est l'élément chimique de numéro atomique 6, de symbole C. C'est l'élément le plus léger du groupe 14 du tableau périodique. 
Le carbone est le 4e élément le plus abondant dans l'univers et le 15e le plus abondant dans la croûte terrestre. Il est présent sur Terre à l'état de corps simple (charbon et diamants), de composés inorganiques (CO2) et de composés organiques (biomasse, pétrole et gaz naturel).";https://fr.wikipedia.org/wiki/Carbone
Elements chimiques;7;Azote;Azote;ok;direct;;L'azote est l'élément chimique de numéro atomique 7, de symbole N (du latin nitrogenium). C'est la tête de file du groupe des pnictogènes. Dans la langue courante on appelle « azote » le corps simple N2 (diazote), constituant majoritaire de l'atmosphère terrestre, représentant presque les 4/5e de l'air (78,06 %, en volume).;https://fr.wikipedia.org/wiki/Azote
Elements chimiques;8;Oxygene;Oxygène;ok;direct;redirection suivie;"L'oxygène est l'élément chimique de numéro atomique 8, de symbole O. C'est la tête de file du groupe des chalcogènes, souvent appelé groupe de l'oxygène.
Découvert indépendamment en 1772 par le Suédois Carl Wilhelm Scheele à Uppsala, et en 1774 par Pierre Bayen à Châlons-en-Champagne ainsi que par le Britannique Joseph Priestley dans le Wiltshire en 1775, l'oxygène a été nommé ainsi en 1777 par le Français Antoine Lavoisier.
Une molécule de formule chimique O2, appelée communément « oxygène » ma";https://fr.wikipedia.org/wiki/Oxyg%C3%A8ne
Elements chimiques;9;Fluor;Fluor;ok;direct;;"Le fluor est l'élément chimique de numéro atomique 9, de symbole F. C'est le premier élément du groupe des halogènes. Le corps simple correspondant est le difluor (constitué de molécules F2), souvent appelé simplement fluor.
Le seul isotope stable est 19F. Le radioisotope le moins instable est 18F, dont la demi-vie est d'un peu moins de 2 h et qui se transmute en oxygène 18 (dans 97 % des cas par désintégration β+ et sinon par capture électronique).";https://fr.wikipedia.org/wiki/Fluor
Elements chimiques;10;Neon;Néon;verifier;requalifie;requalifié par contexte de collection;"Le néon est l'élément chimique de numéro atomique 10, de symbole Ne. Son nom est tiré du grec νέος / néos, « nouveau ».
Dans le tableau périodique des éléments, il se trouve dans le 8e groupe principal, ou le 18e groupe de l'UICPA, et appartient donc aux gaz nobles.";https://fr.wikipedia.org/wiki/N%C3%A9on
Elements chimiques;11;Sodium;Sodium;ok;direct;;Le sodium est l'élément chimique de numéro atomique 11, de symbole Na (du latin natrium). Il fait partie du premier groupe du tableau périodique et plus particulièrement des métaux alcalins. Sur Terre et dans les autres corps telluriques il est généralement lié à d'autres éléments au sein de nombreux minéraux.;https://fr.wikipedia.org/wiki/Sodium
Elements chimiques;12;Magnesium;Magnésium;ok;direct;redirection suivie;"Le magnésium est l'élément chimique de numéro atomique 12, de symbole Mg.
Le magnésium est un métal alcalino-terreux. Il s’agit du neuvième élément le plus abondant de l'univers.";https://fr.wikipedia.org/wiki/Magn%C3%A9sium
Elements chimiques;13;Aluminium;Aluminium;ok;direct;;"L'aluminium est l'élément chimique de numéro atomique 13, de symbole Al. Il appartient au groupe 13 du tableau périodique ainsi qu'à la famille des métaux pauvres.
Le corps simple aluminium est un métal malléable, argenté, peu altérable à l'air et peu dense.";https://fr.wikipedia.org/wiki/Aluminium
Elements chimiques;14;Silicium;Silicium;ok;direct;;Le silicium est l'élément chimique de numéro atomique 14, de symbole Si. Membre du groupe 14 du tableau périodique, il est tétravalent et, comme le germanium, c'est un métalloïde. Le nom dérive du latin silex, silicĭs qui signifie « caillou » ou « silex ».;https://fr.wikipedia.org/wiki/Silicium
Elements chimiques;15;Phosphore;Phosphore;ok;direct;;"Le phosphore (du grec ancien φωσφόρος / phōsphóros, « porteur de lumière », par allusion à la chimiluminescence émanant du phosphore blanc, visible dans l'obscurité quand il est exposé à de l'oxygène) est l'élément chimique de numéro atomique 15, de symbole P. Dans le tableau périodique, il se trouve dans le cinquième groupe principal, ou 15e groupe IUPAC ou groupe azote. C'est un membre du groupe des pnictogènes.
Le corps simple phosphore se présente sous des formes très différentes les unes de";https://fr.wikipedia.org/wiki/Phosphore
Elements chimiques;16;Soufre;Soufre;ok;direct;;"Le soufre est l'élément chimique de numéro atomique 16, de symbole S. Membre du groupe des chalcogènes, c'est un non-métal multivalent abondant.
On le trouve dans de nombreux minéraux (sulfures, sulfates et soufre natif), particulièrement dans les régions volcaniques. L'essentiel du soufre exploité est d'origine sédimentaire.";https://fr.wikipedia.org/wiki/Soufre
Elements chimiques;17;Chlore;Chlore;ok;direct;;"Le chlore est l'élément chimique de numéro atomique 17, de symbole Cl. C'est le plus commun des halogènes.
Le chlore est abondant dans la nature, son dérivé le plus important est le sel de table ou chlorure de sodium (NaCl).";https://fr.wikipedia.org/wiki/Chlore
Elements chimiques;18;Argon;Argon;ok;direct;;L'argon est l'élément chimique de numéro atomique 18 et de symbole Ar. Il appartient au groupe 18 du tableau périodique et fait partie de la famille des gaz nobles, également appelés « gaz rares », qui regroupe également l'hélium, le néon, le krypton, le xénon et le radon. L'argon est le troisième constituant le plus abondant de l'atmosphère terrestre, avec une fraction massique de 1,288 %, correspondant à une fraction volumique de 0,934 % (soit 9 340 ppm), et est le gaz noble le plus abondant d;https://fr.wikipedia.org/wiki/Argon
Elements chimiques;19;Potassium;Potassium;ok;direct;;Le potassium est l'élément chimique de numéro atomique 19, de symbole K (du latin kalium). Il fait partie du premier groupe du tableau périodique et plus particulièrement des métaux alcalins. Ses propriétés chimiques sont voisines de celles du sodium.;https://fr.wikipedia.org/wiki/Potassium
Elements chimiques;20;Calcium;Calcium;ok;direct;;"Le calcium est l'élément chimique de numéro atomique 20, de symbole Ca.
C'est un métal alcalino-terreux gris-blanc et plutôt dur. Il n'existe pas à l'état de corps simple dans la nature.";https://fr.wikipedia.org/wiki/Calcium
Elements chimiques;21;Scandium;Scandium;ok;direct;;Le scandium est l'élément chimique de numéro atomique 21, de symbole Sc. Il fait partie des métaux de transition et — avec l'yttrium et les lanthanides — des terres rares. Le scandium est généralement présent à de faibles teneurs parmi les terres rares, mais c'est aussi un élément principal de quelques minéraux rares, notamment découverts en Scandinavie (d'où son nom).;https://fr.wikipedia.org/wiki/Scandium
Elements chimiques;22;Titane;Titane;ok;direct;;Le titane est l'élément chimique de numéro atomique 22, de symbole Ti. La variante titanium, bien qu'attestée en français depuis 1872, est considérée comme un anglicisme incorrect[réf. nécessaire].;https://fr.wikipedia.org/wiki/Titane
Elements chimiques;23;Vanadium;Vanadium;ok;direct;;"Le vanadium est l'élément chimique de numéro atomique 23, de symbole V.
L'élément est rare, mais on le trouve dans certains minerais. Le corps simple est un métal, dur et ductile à l'état solide. Il est principalement utilisé dans les alliages.";https://fr.wikipedia.org/wiki/Vanadium
Elements chimiques;24;Chrome;Chrome;ok;direct;;Le chrome  est l'élément chimique de numéro atomique 24, de symbole Cr. Le corps simple est un métal de transition.;https://fr.wikipedia.org/wiki/Chrome
Elements chimiques;25;Manganese;Manganèse;verifier;search-hint;résolution par recherche contextuelle;Le manganèse (symbole Mn) est un élément chimique possédant un seul isotope stable, et dont le numéro atomique est 25. Sous forme de corps simple, le manganèse est un métal de transition, dont le solide grisâtre existe sous quatre variétés allotropiques. Plus d'une quinzaine de millions de tonnes de cet élément sont produits chaque année, pour être utilisé dans l'industrie ou l'agriculture.;https://fr.wikipedia.org/wiki/Mangan%C3%A8se
Elements chimiques;26;Fer;Fer;ok;direct;;"Le fer est l'élément chimique de numéro atomique 26, de symbole Fe.
Le corps simple dévoile plusieurs formes allotropiques selon la pression et la température. Le fer pur est un métal tenace, ductile et relativement malléable, magnétique dans les conditions ambiantes.";https://fr.wikipedia.org/wiki/Fer
Elements chimiques;27;Cobalt;Cobalt;ok;direct;;Le cobalt est l'élément chimique de numéro atomique 27, de symbole Co.;https://fr.wikipedia.org/wiki/Cobalt
Elements chimiques;28;Nickel;Nickel;ok;direct;;"Le nickel est l'élément chimique de numéro atomique 28, de symbole Ni. Le corps simple nickel est un métal ; à l'état solide, il est ferromagnétique.";https://fr.wikipedia.org/wiki/Nickel
Elements chimiques;29;Cuivre;Cuivre;ok;direct;;Le cuivre est l'élément chimique de numéro atomique 29, de symbole Cu. Le corps simple cuivre est un métal.;https://fr.wikipedia.org/wiki/Cuivre
Elements chimiques;30;Zinc;Zinc;ok;direct;;Le zinc (prononcé [zɛ̃ɡ] ou [zɛ̃k]) est l'élément chimique de numéro atomique 30 et de symbole Zn. Le corps simple zinc est un métal.;https://fr.wikipedia.org/wiki/Zinc
Elements chimiques;31;Gallium;Gallium;ok;direct;;"Le gallium est l'élément chimique de numéro atomique 31, de symbole Ga. Il appartient au groupe 13 du tableau périodique ainsi qu'à la famille des métaux pauvres.
Le corps simple gallium est un métal.";https://fr.wikipedia.org/wiki/Gallium
Elements chimiques;32;Germanium;Germanium;ok;direct;;Le germanium est l'élément chimique de numéro atomique 32, de symbole Ge. Il possède cinq isotopes naturels, dont 76Ge, faiblement radioactif. Au moins 27 radioisotopes ont été synthétisés.;https://fr.wikipedia.org/wiki/Germanium
Elements chimiques;33;Arsenic;Arsenic;ok;direct;;"L'arsenic est l'élément chimique de numéro atomique 33, noté par le symbole As. Son corps simple se présente sous la forme d'un solide cristallin argenté.
L'arsenic appartient au groupe des pnictogènes (groupe 15) avec l'azote (N), le phosphore (P), l'antimoine (Sb), le bismuth (Bi) et le moscovium (Mc).";https://fr.wikipedia.org/wiki/Arsenic
Elements chimiques;34;Selenium;Sélénium;verifier;search-hint;résolution par recherche contextuelle;Le sélénium est l'élément chimique de numéro atomique 34, de symbole Se. Ce troisième élément du groupe VI A (groupe des chalcogènes) est un non-métal. La chimie du corps simple et de ses principaux composés présente une grande analogie avec celle du soufre, mais aussi avec celle du tellure.;https://fr.wikipedia.org/wiki/S%C3%A9l%C3%A9nium
Elements chimiques;35;Brome;Brome;ok;direct;;"Le brome est l'élément chimique de numéro atomique 35, de symbole Br. C'est un membre de la famille des halogènes.
Le corps simple brome, de formule chimique Br2 (dibrome, formé de molécules homonucléaires diatomiques), est un liquide de couleur brunâtre dans les conditions normales de température et de pression.";https://fr.wikipedia.org/wiki/Brome
Elements chimiques;36;Krypton;Krypton;ok;direct;;Le krypton est l'élément chimique de numéro atomique 36, de symbole Kr. C'est un gaz noble, inodore et incolore, découvert par William Ramsay et Morris Travers le 30 mai 1898 en réalisant une distillation de l'air liquide. Étymologiquement, le nom de « krypton » dérive du grec ancien κρυπτός (kryptos) signifiant « caché.;https://fr.wikipedia.org/wiki/Krypton
Elements chimiques;37;Rubidium;Rubidium;ok;direct;;Le rubidium est l'élément chimique de numéro atomique 37, de symbole Rb. Il fait partie du premier groupe du tableau périodique et plus particulièrement des métaux alcalins. Ses propriétés chimiques sont voisines de celles du potassium.;https://fr.wikipedia.org/wiki/Rubidium
Elements chimiques;38;Strontium;Strontium;ok;direct;;"Le strontium (/stʁɔ̃sjɔm/) est l'élément chimique de numéro atomique 38, de symbole Sr. Comme le calcium, qui le précède dans la seconde colonne du tableau périodique, c'est un alcalino-terreux.

Le corps simple est un métal mou, malléable, gris-jaune.";https://fr.wikipedia.org/wiki/Strontium
Elements chimiques;39;Yttrium;Yttrium;ok;direct;;L'yttrium est l'élément chimique de numéro atomique 39, de symbole Y. C'est un élément de transition dont le comportement chimique est proche de celui des lanthanides, et classé historiquement, avec le scandium et les lanthanides, parmi les terres rares. L'yttrium possède un seul isotope stable qui est également son seul isotope naturel, 89Y, faisant de lui à la fois un élément monoisotopique et un élément mononucléidique. Le corps simple a l'aspect d'un métal.;https://fr.wikipedia.org/wiki/Yttrium
Elements chimiques;40;Zirconium;Zirconium;ok;direct;;"Le zirconium est l'élément chimique de numéro atomique 40, de symbole Zr.
Il a été découvert par Martin Heinrich Klaproth à Berlin, qui l'a extrait du zircon en 1789 sous forme d'oxyde. Mais ce n'est qu'en 1824, que Jöns Jacob Berzelius l'a isolé sous forme de métal à Stockholm, en Suède.";https://fr.wikipedia.org/wiki/Zirconium
Elements chimiques;41;Niobium;Niobium;ok;direct;;Le niobium est l'élément chimique de numéro atomique 41, de symbole Nb. Le corps simple est un métal de transition gris, rare, relativement mou et ductile.;https://fr.wikipedia.org/wiki/Niobium
Elements chimiques;42;Molybdene;Molybdène;ok;direct;redirection suivie;Le molybdène est l'élément chimique de numéro atomique 42, de symbole Mo.;https://fr.wikipedia.org/wiki/Molybd%C3%A8ne
Elements chimiques;43;Technetium;Technétium;ok;direct;redirection suivie;"Le technétium est l'élément chimique de numéro atomique 43, de symbole Tc.
Le technétium est l'élément le plus léger ne possédant pas d'isotope stable. Les propriétés chimiques de ce métal de transition radioactif de couleur gris métallique, rarement présent dans la nature, sont intermédiaires entre celles du rhénium et du manganèse.";https://fr.wikipedia.org/wiki/Techn%C3%A9tium
Elements chimiques;44;Ruthenium;Ruthénium;ok;direct;redirection suivie;"Le ruthénium est l'élément chimique de numéro atomique 44, de symbole Ru.
Le ruthénium fait partie du groupe du platine, un sous-groupe de métaux de transition. Le corps simple ruthénium est un métal dur et cassant à température ambiante.";https://fr.wikipedia.org/wiki/Ruth%C3%A9nium
Elements chimiques;45;Rhodium;Rhodium;ok;direct;;"Le rhodium est l’élément chimique de numéro atomique 45 et de symbole Rh.
Le corps simple « rhodium » est un métal dur et cassant de la catégorie des platinoïdes légers.";https://fr.wikipedia.org/wiki/Rhodium
Elements chimiques;46;Palladium;Palladium;ok;direct;;Le palladium (symbole Pd) est l'élément chimique de numéro atomique 46. Il fait partie du groupe du platine. Le corps simple palladium, platinoïde léger et rare, est parfois considéré comme un métal noble, pour les applications des métaux précieux.;https://fr.wikipedia.org/wiki/Palladium
